MainDrug,NDC,Strength,Formulation,Inactive
acyclovir,60505-0042,200 mg, capsule,CROSCARMELLOSE SODIUM
acyclovir,60505-0042,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,60505-0042,200 mg, capsule,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,60505-0042,200 mg, capsule,GELATIN
acyclovir,60505-0042,200 mg, capsule,FD&amp;C BLUE NO. 1
acyclovir,60505-0042,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,60505-0042,200 mg, capsule,AMMONIA
acyclovir,60505-0042,200 mg, capsule,FERROSOFERRIC OXIDE
acyclovir,60505-0042,200 mg, capsule,BUTYL ALCOHOL
acyclovir,60505-0042,200 mg, capsule,ALCOHOL
acyclovir,60505-0042,200 mg, capsule,ISOPROPYL ALCOHOL
acyclovir,60505-0042,200 mg, capsule,POTASSIUM HYDROXIDE
acyclovir,60505-0042,200 mg, capsule,PROPYLENE GLYCOL
acyclovir,60505-0042,200 mg, capsule,SHELLAC
acyclovir,62033-0204,200 mg, capsule,Lactose Monohydrate
acyclovir,62033-0204,200 mg, capsule,Sodium Starch Glycolate Type A Potato
acyclovir,62033-0204,200 mg, capsule,Sodium Lauryl Sulfate
acyclovir,62033-0204,200 mg, capsule,Magnesium Stearate
acyclovir,65841-829,200 mg, capsule,FD&amp;C BLUE NO. 1
acyclovir,65841-829,200 mg, capsule,FD&amp;C RED NO. 3
acyclovir,65841-829,200 mg, capsule,GELATIN
acyclovir,65841-829,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,65841-829,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,65841-829,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,65841-829,200 mg, capsule,"STARCH, CORN"
acyclovir,65841-829,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,71209-004,200 mg, capsule,"STARCH, CORN"
acyclovir,71209-004,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,71209-004,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,71209-004,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,71209-004,200 mg, capsule,GELATIN
acyclovir,71209-004,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,71209-004,200 mg, capsule,FD&amp;C BLUE NO. 2
acyclovir,61442-114,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,61442-114,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,61442-114,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,61442-114,200 mg, capsule,"STARCH, CORN"
acyclovir,61442-111,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,61442-111,200 mg, capsule,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,61442-111,200 mg, capsule,SODIUM LAURETH SULFATE
acyclovir,61442-111,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,23155-229,200 mg, capsule,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,23155-229,200 mg, capsule,POVIDONE K25
acyclovir,23155-229,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,23155-229,200 mg, capsule,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,23155-229,200 mg, capsule,"STARCH, CORN"
acyclovir,23155-229,200 mg, capsule,GELATIN
acyclovir,23155-229,200 mg, capsule,FD&amp;C BLUE NO. 2
acyclovir,23155-229,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,23155-229,200 mg, capsule,SHELLAC
acyclovir,23155-229,200 mg, capsule,PROPYLENE GLYCOL
acyclovir,23155-229,200 mg, capsule,AMMONIA
acyclovir,23155-229,200 mg, capsule,FERROSOFERRIC OXIDE
acyclovir,23155-229,200 mg, capsule,POTASSIUM HYDROXIDE
acyclovir,75834-124,200 mg, capsule,"STARCH, CORN"
acyclovir,75834-124,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,75834-124,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,75834-124,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,75834-124,200 mg, capsule,"GELATIN, UNSPECIFIED"
acyclovir,75834-124,200 mg, capsule,FD&amp;C BLUE NO. 2
acyclovir,75834-124,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,69076-146,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,69076-146,200 mg, capsule,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,69076-146,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,69076-146,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,69076-146,200 mg, capsule,FD&amp;C BLUE NO. 1
acyclovir,69076-146,200 mg, capsule,GELATIN
acyclovir,69076-146,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,69076-146,200 mg, capsule,FD&amp;C BLUE NO. 2
acyclovir,69076-146,200 mg, capsule,FD&amp;C RED NO. 40
acyclovir,69076-146,200 mg, capsule,D&amp;C YELLOW NO. 10
acyclovir,69076-146,200 mg, capsule,BROWN IRON OXIDE
acyclovir,69076-146,200 mg, capsule,SHELLAC
acyclovir,69076-146,200 mg, capsule,PROPYLENE GLYCOL
acyclovir,72578-002,200 mg, capsule,FD&amp;C BLUE NO. 1
acyclovir,72578-002,200 mg, capsule,FD&amp;C RED NO. 3
acyclovir,72578-002,200 mg, capsule,GELATIN
acyclovir,72578-002,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,72578-002,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,72578-002,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,72578-002,200 mg, capsule,"STARCH, CORN"
acyclovir,72578-002,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,69117-0039,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,69117-0039,200 mg, capsule,FD&amp;C RED NO. 3
acyclovir,69117-0039,200 mg, capsule,FD&amp;C YELLOW NO. 6
acyclovir,69117-0039,200 mg, capsule,SHELLAC
acyclovir,69117-0039,200 mg, capsule,PROPYLENE GLYCOL
acyclovir,69117-0039,200 mg, capsule,GELATIN
acyclovir,69117-0039,200 mg, capsule,"STARCH, CORN"
acyclovir,69117-0039,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,69117-0039,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,69117-0039,200 mg, capsule,POTASSIUM HYDROXIDE
acyclovir,69117-0039,200 mg, capsule,FERROSOFERRIC OXIDE
acyclovir,69117-0039,200 mg, capsule,FD&amp;C BLUE NO. 1
acyclovir,69117-0039,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,68382-668,200 mg, capsule,FD&amp;C BLUE NO. 1
acyclovir,68382-668,200 mg, capsule,FD&amp;C RED NO. 3
acyclovir,68382-668,200 mg, capsule,GELATIN
acyclovir,68382-668,200 mg, capsule,LACTOSE MONOHYDRATE
acyclovir,68382-668,200 mg, capsule,MAGNESIUM STEARATE
acyclovir,68382-668,200 mg, capsule,SODIUM LAURYL SULFATE
acyclovir,68382-668,200 mg, capsule,"STARCH, CORN"
acyclovir,68382-668,200 mg, capsule,TITANIUM DIOXIDE
acyclovir,65162-836,50 mg  in 1 g, cream,PETROLATUM
acyclovir,65162-836,50 mg  in 1 g, cream,CETOSTEARYL ALCOHOL
acyclovir,65162-836,50 mg  in 1 g, cream,MINERAL OIL
acyclovir,65162-836,50 mg  in 1 g, cream,POLOXAMER 407
acyclovir,65162-836,50 mg  in 1 g, cream,PROPYLENE GLYCOL
acyclovir,65162-836,50 mg  in 1 g, cream,WATER
acyclovir,65162-836,50 mg  in 1 g, cream,SODIUM LAURYL SULFATE
acyclovir,45802-044,50 mg  in 1 g, cream,CETOSTEARYL ALCOHOL
acyclovir,45802-044,50 mg  in 1 g, cream,MINERAL OIL
acyclovir,45802-044,50 mg  in 1 g, cream,POLOXAMER 407
acyclovir,45802-044,50 mg  in 1 g, cream,PROPYLENE GLYCOL
acyclovir,45802-044,50 mg  in 1 g, cream,SODIUM LAURYL SULFATE
acyclovir,45802-044,50 mg  in 1 g, cream,WATER
acyclovir,45802-044,50 mg  in 1 g, cream,PETROLATUM
acyclovir,0093-3630,50 mg  in 1 g, cream,Cetostearyl alcohol
acyclovir,0093-3630,50 mg  in 1 g, cream,Mineral oil
acyclovir,0093-3630,50 mg  in 1 g, cream,Poloxamer 407
acyclovir,0093-3630,50 mg  in 1 g, cream,Sodium lauryl sulfate
acyclovir,0093-3630,50 mg  in 1 g, cream,Water
acyclovir,0093-3630,50 mg  in 1 g, cream,Petrolatum
acyclovir,0093-3630,50 mg  in 1 g, cream,PROPYLENE GLYCOL
acyclovir sodium,70771-1081,500 mg,"acyclovir injection, powder, lyophilized, for solution",SODIUM HYDROXIDE
acyclovir sodium,70771-1081,500 mg,"acyclovir injection, powder, lyophilized, for solution",WATER
acyclovir sodium,70771-1082,1000 mg,"acyclovir injection, powder, lyophilized, for solution",SODIUM HYDROXIDE
acyclovir sodium,70771-1082,1000 mg,"acyclovir injection, powder, lyophilized, for solution",WATER
acyclovir sodium,68382-125,500 mg,"acyclovir injection, powder, lyophilized, for solution",SODIUM HYDROXIDE
acyclovir sodium,68382-125,500 mg,"acyclovir injection, powder, lyophilized, for solution",WATER
acyclovir sodium,68382-126,1000 mg,"acyclovir injection, powder, lyophilized, for solution",SODIUM HYDROXIDE
acyclovir sodium,68382-126,1000 mg,"acyclovir injection, powder, lyophilized, for solution",WATER
acyclovir sodium,70771-1383,50 mg  in 1 mL,"acyclovir injection, solution",SODIUM HYDROXIDE
acyclovir sodium,70771-1383,50 mg  in 1 mL,"acyclovir injection, solution",WATER
acyclovir sodium,70771-1384,50 mg  in 1 mL,"acyclovir injection, solution",SODIUM HYDROXIDE
acyclovir sodium,70771-1384,50 mg  in 1 mL,"acyclovir injection, solution",WATER
acyclovir sodium,68382-048,50 mg  in 1 mL,"acyclovir injection, solution",SODIUM HYDROXIDE
acyclovir sodium,68382-048,50 mg  in 1 mL,"acyclovir injection, solution",WATER
acyclovir sodium,68382-049,50 mg  in 1 mL,"acyclovir injection, solution",SODIUM HYDROXIDE
acyclovir sodium,68382-049,50 mg  in 1 mL,"acyclovir injection, solution",WATER
acyclovir,0591-1159,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,62332-248,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,46708-248,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,65162-835,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,35573-403,50 mg  in 1 g, ointment,"Polyethylene Glycol, Unspecified"
acyclovir,70771-1371,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,69097-656,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,0168-0825,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,68462-746,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,33342-439,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,51079-550,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,0378-8700,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,16714-885,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,72689-0018,50 mg  in 1 g, ointment,PROPYLENE GLYCOL
acyclovir,72689-0018,50 mg  in 1 g, ointment,CETOSTEARYL ALCOHOL
acyclovir,51672-1360,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,63646-300,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,13668-515,50 mg  in 1 g, ointment,POLYETHYLENE GLYCOL 300
acyclovir,13668-515,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,72578-082,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir,70700-107,50 mg  in 1 g, ointment,"Polyethylene Glycol, Unspecified"
acyclovir,68382-992,50 mg  in 1 g, ointment,"POLYETHYLENE GLYCOL, UNSPECIFIED"
acyclovir sodium,55150-154,500 mg  in 10 mL," injection, solution",WATER
acyclovir sodium,55150-154,500 mg  in 10 mL," injection, solution",WATER
acyclovir,0472-0082,200 mg  in 5 mL, suspension,CARBOXYMETHYLCELLULOSE SODIUM
acyclovir,0472-0082,200 mg  in 5 mL, suspension,GLYCERIN
acyclovir,0472-0082,200 mg  in 5 mL, suspension,METHYLPARABEN
acyclovir,0472-0082,200 mg  in 5 mL, suspension,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,0472-0082,200 mg  in 5 mL, suspension,PROPYLPARABEN
acyclovir,0472-0082,200 mg  in 5 mL, suspension,WATER
acyclovir,0472-0082,200 mg  in 5 mL, suspension,SORBITOL
acyclovir,23155-485,200 mg  in 5 mL, suspension,CARBOXYMETHYLCELLULOSE SODIUM
acyclovir,23155-485,200 mg  in 5 mL, suspension,GLYCERIN
acyclovir,23155-485,200 mg  in 5 mL, suspension,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,23155-485,200 mg  in 5 mL, suspension,METHYLPARABEN
acyclovir,23155-485,200 mg  in 5 mL, suspension,PROPYLPARABEN
acyclovir,23155-485,200 mg  in 5 mL, suspension,SORBITOL
acyclovir,23155-485,200 mg  in 5 mL, suspension,WATER
acyclovir,23155-485,200 mg  in 5 mL, suspension,BANANA
acyclovir,50383-810,200 mg  in 5 mL, suspension,BANANA
acyclovir,50383-810,200 mg  in 5 mL, suspension,"CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED FORM"
acyclovir,50383-810,200 mg  in 5 mL, suspension,GLYCERIN
acyclovir,50383-810,200 mg  in 5 mL, suspension,METHYLPARABEN
acyclovir,50383-810,200 mg  in 5 mL, suspension,MICROCRYSTALLINE CELLULOSE
acyclovir,50383-810,200 mg  in 5 mL, suspension,PROPYLPARABEN
acyclovir,50383-810,200 mg  in 5 mL, suspension,WATER
acyclovir,50383-810,200 mg  in 5 mL, suspension,SORBITOL
acyclovir,0378-8712,200 mg  in 5 mL, suspension,METHYLPARABEN
acyclovir,0378-8712,200 mg  in 5 mL, suspension,PROPYLPARABEN
acyclovir,0378-8712,200 mg  in 5 mL, suspension,"CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED FORM"
acyclovir,0378-8712,200 mg  in 5 mL, suspension,GLYCERIN
acyclovir,0378-8712,200 mg  in 5 mL, suspension,MICROCRYSTALLINE CELLULOSE
acyclovir,0378-8712,200 mg  in 5 mL, suspension,SORBITOL
acyclovir,70954-188,200 mg  in 5 mL, suspension,WATER
acyclovir,70954-188,200 mg  in 5 mL, suspension,METHYLPARABEN
acyclovir,70954-188,200 mg  in 5 mL, suspension,PROPYLPARABEN
acyclovir,70954-188,200 mg  in 5 mL, suspension,SORBITOL
acyclovir,70954-188,200 mg  in 5 mL, suspension,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,70954-188,200 mg  in 5 mL, suspension,GLYCERIN
acyclovir,70954-188,200 mg  in 5 mL, suspension,CARBOXYMETHYLCELLULOSE SODIUM
acyclovir,60505-5306,400 mg, tablet,SILICON DIOXIDE
acyclovir,60505-5306,400 mg, tablet,CROSCARMELLOSE SODIUM
acyclovir,60505-5306,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,60505-5306,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,60505-5307,800 mg, tablet,SILICON DIOXIDE
acyclovir,60505-5307,800 mg, tablet,CROSCARMELLOSE SODIUM
acyclovir,60505-5307,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,60505-5307,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,69452-290,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,69452-290,400 mg, tablet,POVIDONE K30
acyclovir,69452-290,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,69452-290,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,69452-291,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,69452-291,800 mg, tablet,POVIDONE K30
acyclovir,69452-291,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,69452-291,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,69452-291,800 mg, tablet,FD&amp;C BLUE NO. 2
acyclovir,65841-802,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,65841-802,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,65841-802,400 mg, tablet,SILICON DIOXIDE
acyclovir,65841-802,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,65841-802,400 mg, tablet,"STARCH, CORN"
acyclovir,65841-803,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,65841-803,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,65841-803,800 mg, tablet,SILICON DIOXIDE
acyclovir,65841-803,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,65841-803,800 mg, tablet,"STARCH, CORN"
acyclovir,71209-005,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,71209-005,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,71209-005,400 mg, tablet,POVIDONE
acyclovir,71209-005,400 mg, tablet,TALC
acyclovir,71209-005,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,71209-006,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,71209-006,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,71209-006,800 mg, tablet,FD&amp;C BLUE NO. 2
acyclovir,71209-006,800 mg, tablet,POVIDONE
acyclovir,71209-006,800 mg, tablet,TALC
acyclovir,71209-006,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,61442-112,400 mg, tablet,"STARCH, CORN"
acyclovir,61442-112,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,61442-112,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,61442-112,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,61442-113,800 mg, tablet,"STARCH, CORN"
acyclovir,61442-113,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,61442-113,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,61442-113,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,23155-227,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,23155-227,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,23155-227,400 mg, tablet,POVIDONE K25
acyclovir,23155-227,400 mg, tablet,SILICON DIOXIDE
acyclovir,23155-227,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,23155-228,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,23155-228,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,23155-228,800 mg, tablet,POVIDONE K25
acyclovir,23155-228,800 mg, tablet,SILICON DIOXIDE
acyclovir,23155-228,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,75834-122,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,75834-122,400 mg, tablet,MICROCRYSTALLINE CELLULOSE
acyclovir,75834-122,400 mg, tablet,"POVIDONE, UNSPECIFIED"
acyclovir,75834-122,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,75834-122,400 mg, tablet,TALC
acyclovir,75834-123,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,75834-123,800 mg, tablet,MICROCRYSTALLINE CELLULOSE
acyclovir,75834-123,800 mg, tablet,"POVIDONE, UNSPECIFIED"
acyclovir,75834-123,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,75834-123,800 mg, tablet,TALC
acyclovir,75834-123,800 mg, tablet,FD&amp;C BLUE NO. 2
acyclovir,76483-047,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,76483-047,400 mg, tablet,POVIDONE K30
acyclovir,76483-047,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,76483-047,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,76483-042,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,76483-042,800 mg, tablet,POVIDONE K30
acyclovir,76483-042,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,76483-042,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,76483-042,800 mg, tablet,FD&amp;C BLUE NO. 2
acyclovir,69117-0019,800 mg, tablet,MICROCRYSTALLINE CELLULOSE
acyclovir,69117-0019,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,69117-0019,800 mg, tablet,POVIDONE K30
acyclovir,69117-0019,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,69117-0018,400 mg, tablet,MICROCRYSTALLINE CELLULOSE
acyclovir,69117-0018,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,69117-0018,400 mg, tablet,POVIDONE K30
acyclovir,69117-0018,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,68382-791,400 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,68382-791,400 mg, tablet,MAGNESIUM STEARATE
acyclovir,68382-791,400 mg, tablet,SILICON DIOXIDE
acyclovir,68382-791,400 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,68382-791,400 mg, tablet,"STARCH, CORN"
acyclovir,68382-792,800 mg, tablet,"CELLULOSE, MICROCRYSTALLINE"
acyclovir,68382-792,800 mg, tablet,MAGNESIUM STEARATE
acyclovir,68382-792,800 mg, tablet,SILICON DIOXIDE
acyclovir,68382-792,800 mg, tablet,SODIUM STARCH GLYCOLATE TYPE A POTATO
acyclovir,68382-792,800 mg, tablet,"STARCH, CORN"
72275-733-,72275-733,1  in 1 CARTON; Type 1: Convenience Kit of Co-Package,acyclovir kit,Part 1
72275-733-,72275-733,1  in 1 CARTON; Type 1: Convenience Kit of Co-Package,acyclovir kit,Part 2
72275-733-,50486-468,1,benzyl alcohol gel,BENZYL ALCOHOL
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,BORIC ACID
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,EUCALYPTOL
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,THYMOL
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,MENTHOL
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,PROPYLENE GLYCOL
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,SALICYLIC ACID
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,ALCOHOL
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,TANNIC ACID
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,WATER
72275-733-,50486-468,0.1 g  in 1 g,benzyl alcohol gel,HYDROXYPROPYL CELLULOSE (TYPE M)
72275-733-,61442-114,7.1 g in 1 TUBE; Type 0: Not a Combination Product,acyclovir capsule,ACYCLOVIR
72275-733-,61442-114,200 mg,acyclovir capsule,"STARCH, CORN"
72275-733-,61442-114,200 mg,acyclovir capsule,MAGNESIUM STEARATE
72275-733-,61442-114,200 mg,acyclovir capsule,LACTOSE MONOHYDRATE
72275-733-,61442-114,200 mg,acyclovir capsule,SODIUM LAURYL SULFATE
0093-8940,33261-419,200 mg,acyclovir capsule,ACYCLOVIR
0093-8940,33261-419,200 mg,acyclovir capsule,"STARCH, CORN"
0093-8940,33261-419,200 mg,acyclovir capsule,LACTOSE MONOHYDRATE
0093-8940,33261-419,200 mg,acyclovir capsule,MAGNESIUM STEARATE
0093-8940,33261-419,200 mg,acyclovir capsule,SODIUM LAURYL SULFATE
0093-8940,33261-419,200 mg,acyclovir capsule,GELATIN
0093-8940,33261-419,200 mg,acyclovir capsule,FD&amp;C BLUE NO. 1
0093-8940,33261-419,200 mg,acyclovir capsule,D&amp;C RED NO. 28
0093-8940,33261-419,200 mg,acyclovir capsule,D&amp;C RED NO. 33
0093-8940,33261-419,200 mg,acyclovir capsule,TITANIUM DIOXIDE
0093-8940,33261-419,200 mg,acyclovir capsule,FD&amp;C BLUE NO. 2
0093-8940,33261-419,200 mg,acyclovir capsule,FD&amp;C RED NO. 40
0093-8940,33261-419,200 mg,acyclovir capsule,D&amp;C YELLOW NO. 10
0093-8940,0093-8943,200 mg,acyclovir tablet,ACYCLOVIR
0093-8940,0093-8943,400 mg,acyclovir tablet,SILICON DIOXIDE
0093-8940,0093-8943,400 mg,acyclovir tablet,LACTOSE MONOHYDRATE
0093-8940,0093-8943,400 mg,acyclovir tablet,MAGNESIUM STEARATE
0093-8940,0093-8943,400 mg,acyclovir tablet,"CELLULOSE, MICROCRYSTALLINE"
