MainDrug,NDC,Strength,Formulation,Inactive
melatonin,17089-067,9 [hp_C]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,SILVER NITRATE
melatonin,17089-067,9 [hp_C]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,BALLOTA FOETIDA
melatonin,17089-067,3 [hp_X]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,PUMMELO
melatonin,17089-067,3 [hp_X]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,SUS SCROFA CEREBRAL CORTEX
melatonin,17089-067,4 [hp_C]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,LENOGRASTIM
melatonin,17089-067,4 [hp_C]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,GLUTATHIONE
melatonin,17089-067,4 [hp_C]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,INTERFERON GAMMA-1B
melatonin,17089-067,5 [hp_C]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,POTASSIUM CARBONATE
melatonin,17089-067,8 [hp_X]  in 4 g,acetylcysteine - ballota foetida - epinephrine - glutathione - interferon gamma-1b - lenograstim - lithium carbonate -  - penicillium glabrum - potassium carbonate - pummelo - rhodotorula rubra - silver nitrate - strychnos nux-vomica seed - sus scrofa cerebral cortex - sus scrofa stomach - sus scrofa superior gastric plexus - sus scrofa thalamus - pellet,SUCROSE
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,EDETIC ACID
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,WATER
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,ETHYLHEXYLGLYCERIN
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,PROPYLENE GLYCOL
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,PEG-40 CASTOR OIL
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,SILICON DIOXIDE
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,PHENOXYETHANOL
acetylcysteine,86127-011,1.35 mg  in 1 mL, solution,TROMETHAMINE
