MainDrug,NDC,Strength,Formulation,Inactive
aspirin,27102-130,300 mg,"acetylsalicylic acid tablet, chewable","CELLULOSE, MICROCRYSTALLINE"
aspirin,27102-130,300 mg,"acetylsalicylic acid tablet, chewable",STEARIC ACID
aspirin,27102-130,300 mg,"acetylsalicylic acid tablet, chewable",MAGNESIUM STEARATE
aspirin,27102-130,300 mg,"acetylsalicylic acid tablet, chewable",SKIM MILK
aspirin,27102-130,300 mg,"acetylsalicylic acid tablet, chewable",MONTMORILLONITE
aspirin,27102-130,300 mg,"acetylsalicylic acid tablet, chewable",ANHYDROUS DIBASIC CALCIUM PHOSPHATE
aspirin,27102-130,300 mg,"acetylsalicylic acid tablet, chewable",MALTODEXTRIN
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",CALCIUM CARBONATE
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",BARLEY MALT SYRUP
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable","CELLULOSE, MICROCRYSTALLINE"
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",STEARIC ACID
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",MAGNESIUM STEARATE
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",SKIM MILK
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",MONTMORILLONITE
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",ANHYDROUS DIBASIC CALCIUM PHOSPHATE
aspirin,27102-131,60 mg,"acetylsalicylic acid tablet, chewable",MALTODEXTRIN
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated","CELLULOSE, MICROCRYSTALLINE"
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",LACTOSE MONOHYDRATE
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated","STARCH, PREGELATINIZED CORN"
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",POWDERED CELLULOSE
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",CROSCARMELLOSE SODIUM
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",METHACRYLIC ACID
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",POLYSORBATE 80
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",SODIUM LAURYL SULFATE
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",TRIACETIN
5-bromo-2-acetylsalicylic acid,0280-2095,81 mg,"acetylsalicylic acid tablet, coated",WATER
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Ethylcelluloses
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Povidones
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Castor Oil
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Tartaric Acid
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Magnesium Stearate
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Silicon Dioxide
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Talc
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Gelatin
aspirin,58487-001,162.5 mg,"acetylsalicylic acid capsule, extended release",Titanium Dioxide
aspirin,53666-408,500 mg,"acetylsalicylic acid, phenylephrine bitartrate, chlorpheniramine maleate tablet, effervescent",Chlorpheniramine maleate
aspirin,53666-408,500 mg,"acetylsalicylic acid, phenylephrine bitartrate, chlorpheniramine maleate tablet, effervescent",Phenylephrine Bitartrate
aspirin,53666-408,2 mg,"acetylsalicylic acid, phenylephrine bitartrate, chlorpheniramine maleate tablet, effervescent",SODIUM BICARBONATE
